Date,Currency,M1,M2,M3,DAX,DAX/Currency,DAX/M1,DAX/M2,DAX/M3
8/31/12,867681,5004569,8846566,9697121,6971,"8,034","1,393",788,719
9/30/12,867475,5025079,8875881,9713753,7216,"8,319","1,436",813,743
10/31/12,867291,5072266,8948155,9774469,7261,"8,372","1,431",811,743
11/30/12,865555,5096612,8975122,9777752,7406,"8,556","1,453",825,757
12/31/12,864527,5102595,8998474,9785187,7612,"8,805","1,492",846,778
1/31/13,862349,5105555,9014275,9767605,7776,"9,017","1,523",863,796
2/28/13,863357,5144982,9049240,9784933,7742,"8,967","1,505",856,791
3/31/13,867128,5173010,9079682,9803199,7795,"8,990","1,507",859,795
4/30/13,877457,5215171,9108326,9822063,7914,"9,019","1,517",869,806
5/31/13,880211,5241782,9129445,9837477,8349,"9,485","1,593",914,849
6/30/13,881983,5240787,9126627,9818212,7959,"9,024","1,519",872,811
7/31/13,885851,5272637,9147571,9832329,8276,"9,342","1,570",905,842
8/31/13,891256,5314438,9183775,9874715,8103,"9,092","1,525",882,821
9/30/13,894368,5345103,9198843,9868977,8594,"9,609","1,608",934,871
10/31/13,900138,5380840,9219721,9877942,9034,"10,036","1,679",980,915
11/30/13,904922,5402217,9235023,9885297,9405,"10,393","1,741","1,018",951
12/31/13,910102,5386119,9212026,9832650,9552,"10,496","1,773","1,037",971
1/31/14,913279,5416893,9239268,9874481,9306,"10,190","1,718","1,007",942
2/28/14,917307,5451336,9267544,9896754,9692,"10,566","1,778","1,046",979
3/31/14,923017,5475017,9284719,9891849,9556,"10,353","1,745","1,029",966
4/30/14,925189,5479764,9287884,9879815,9603,"10,380","1,752","1,034",972
5/31/14,929595,5516258,9337820,9941588,9943,"10,696","1,803","1,065","1,000"
6/30/14,931482,5548049,9362807,9973532,9833,"10,556","1,772","1,050",986
7/31/14,936752,5580718,9390708,10007330,9407,"10,043","1,686","1,002",940
8/31/14,943434,5626751,9433034,10049824,9470,"10,038","1,683","1,004",942
9/30/14,948200,5683788,9482753,10098645,9474,"9,992","1,667",999,938
10/31/14,952381,5723293,9500212,10125070,9327,"9,793","1,630",982,921
11/30/14,958592,5788176,9559214,10184921,9981,"10,412","1,724","1,044",980
12/31/14,970330,5941966,9676028,10326597,9806,"10,105","1,650","1,013",950
1/31/15,984094,6037612,9745960,10405448,10694,"10,867","1,771","1,097","1,028"
2/28/15,990165,6091007,9761926,10438257,11402,"11,515","1,872","1,168","1,092"
3/31/15,990175,6151855,9815782,10475465,11966,"12,085","1,945","1,219","1,142"
4/30/15,1002366,6206168,9865617,10545103,11454,"11,427","1,846","1,161","1,086"
5/31/15,1007481,6271825,9909778,10561797,11414,"11,329","1,820","1,152","1,081"
6/30/15,1014354,6325590,9947884,10582758,10945,"10,790","1,730","1,100","1,034"
7/31/15,1022477,6392616,10012113,10656208,11309,"11,060","1,769","1,130","1,061"
8/31/15,1025335,6424845,10030998,10662405,10259,"10,006","1,597","1,023",962
9/30/15,1028290,6459866,10060424,10694197,9660,"9,395","1,495",960,903
10/31/15,1030564,6527378,10124558,10780760,10850,"10,528","1,662","1,072","1,006"
11/30/15,1036337,6583484,10182417,10836416,11382,"10,983","1,729","1,118","1,050"
12/31/15,1037865,6612393,10217313,10842557,10743,"10,351","1,625","1,051",991
1/31/16,1042710,6670355,10268839,10909372,9798,"9,397","1,469",954,898
2/29/16,1045384,6733011,10320213,10976218,9495,"9,083","1,410",920,865
3/31/16,1049804,6757516,10342705,10986982,9966,"9,493","1,475",964,907
4/30/16,1049111,6804786,10383940,11039392,10039,"9,569","1,475",967,909
5/31/16,1051446,6849266,10423954,11084382,10263,"9,761","1,498",985,926
6/30/16,1054699,6871798,10452292,11119739,9680,"9,178","1,409",926,871
7/31/16,1058956,6928484,10502607,11178145,10338,"9,762","1,492",984,925
8/31/16,1061934,6970524,10528589,11199036,10593,"9,975","1,520","1,006",946
9/30/16,1066535,7005097,10569166,11240372,10511,"9,855","1,500",994,935
10/31/16,1071322,7059544,10591645,11263126,10665,"9,955","1,511","1,007",947
11/30/16,1074867,7137436,10662425,11337510,10640,"9,899","1,491",998,939
12/31/16,1076527,7158597,10710530,11382913,11481,"10,665","1,604","1,072","1,009"
1/31/17,1081480,7208244,10759056,11439966,11535,"10,666","1,600","1,072","1,008"
2/28/17,1086011,7263871,10814115,11491550,11834,"10,897","1,629","1,094","1,030"
3/31/17,1090024,7344648,10881654,11581144,12313,"11,296","1,676","1,132","1,063"
4/30/17,1091842,7394158,10912228,11578021,12438,"11,392","1,682","1,140","1,074"
5/31/17,1092862,7423638,10928508,11607575,12615,"11,543","1,699","1,154","1,087"
6/30/17,1095818,7488142,10988182,11652740,12325,"11,247","1,646","1,122","1,058"
7/31/17,1096490,7522548,11008582,11668038,12118,"11,052","1,611","1,101","1,039"
8/31/17,1099793,7579897,11066852,11736671,12056,"10,962","1,591","1,089","1,027"
9/30/17,1103898,7621867,11095402,11773187,12829,"11,621","1,683","1,156","1,090"
10/31/17,1108594,7666219,11139576,11804155,13230,"11,934","1,726","1,188","1,121"
11/30/17,1109839,7713565,11176686,11849209,13024,"11,735","1,688","1,165","1,099"
12/31/17,1113162,7749170,11208278,11858924,12918,"11,604","1,667","1,153","1,089"
1/31/18,1114642,7809609,11262451,11905687,13189,"11,833","1,689","1,171","1,108"
2/28/18,1116526,7838207,11278673,11920069,12436,"11,138","1,587","1,103","1,043"
3/31/18,1115309,7861261,11290502,11942983,12097,"10,846","1,539","1,071","1,013"
4/30/18,1122914,7911663,11334856,11993660,12612,"11,232","1,594","1,113","1,052"
5/31/18,1127084,7992308,11419603,12065798,12605,"11,184","1,577","1,104","1,045"
6/30/18,1133086,8047005,11497274,12150837,12306,"10,861","1,529","1,070","1,013"
7/31/18,1137251,8062842,11497988,12135357,12806,"11,260","1,588","1,114","1,055"
8/31/18,1144251,8090796,11512050,12156615,12364,"10,805","1,528","1,074","1,017"
9/30/18,1149913,8151332,11561340,12193310,12247,"10,650","1,502","1,059","1,004"
10/31/18,1155355,8194282,11618086,12258408,11448,"9,908","1,397",985,934
11/30/18,1159836,8247433,11671711,12309490,11257,"9,706","1,365",964,915
12/31/18,1165999,8283767,11709262,12370070,10559,"9,056","1,275",902,854
1/31/19,1167962,8318677,11747575,12400518,11173,"9,566","1,343",951,901
2/28/19,1172967,8374171,11812055,12457383,11516,"9,818","1,375",975,924
3/31/19,1180364,8463891,11895554,12535791,11526,"9,765","1,362",969,919
4/30/19,1181597,8515964,11969408,12608737,12344,"10,447","1,450","1,031",979
5/31/19,1183400,8573197,12033491,12676936,11727,"9,909","1,368",975,925
6/30/19,1186685,8626434,12079082,12720582,12399,"10,448","1,437","1,026",975
7/31/19,1193250,8688313,12138190,12783083,12189,"10,215","1,403","1,004",954
8/31/19,1197869,8771506,12232907,12880993,11939,"9,967","1,361",976,927
9/30/19,1204427,8808360,12268513,12910683,12428,"10,319","1,411","1,013",963
10/31/19,1210525,8887124,12334635,12972243,12867,"10,629","1,448","1,043",992
11/30/19,1217816,8939511,12381853,13011969,13236,"10,869","1,481","1,069","1,017"
12/31/19,1224324,8950015,12380743,12987109,13249,"10,821","1,480","1,070","1,020"
1/31/20,1229276,8990551,12418229,13057815,12982,"10,561","1,444","1,045",994
2/29/20,1236396,9062379,12491659,13146537,11890,"9,617","1,312",952,904
3/31/20,1263317,9355534,12790701,13483139,9936,"7,865","1,062",777,737
4/30/20,1275211,9532102,12979824,13646693,10862,"8,518","1,139",837,796
5/31/20,1291473,9653392,13141213,13809754,11587,"8,972","1,200",882,839
6/30/20,1301829,9740707,13221584,13908913,12311,"9,457","1,264",931,885
7/31/20,1311076,9798614,13292212,13992496,12313,"9,392","1,257",926,880
8/31/20,1322066,9855651,13327764,14013404,12945,"9,792","1,313",971,924
9/30/20,1331595,9937663,13442381,14146910,12761,"9,583","1,284",949,902
10/31/20,1340172,10052144,13540474,14251290,11556,"8,623","1,150",853,811
11/30/20,1352954,10158109,13633583,14346331,13291,"9,824","1,308",975,926
12/31/20,1363831,10270201,13745104,14480643,13719,"10,059","1,336",998,947
1/31/21,1378825,10382665,13835336,14591133,13433,"9,742","1,294",971,921
2/28/21,1388577,10473586,13923364,14671890,13786,"9,928","1,316",990,940
3/31/21,1391605,10563499,14019354,14758349,15008,"10,785","1,421","1,071","1,017"
4/30/21,1400042,10628067,14074552,14820519,15136,"10,811","1,424","1,075","1,021"
5/31/21,1409110,10702210,14156859,14909537,15421,"10,944","1,441","1,089","1,034"
6/30/21,1418768,10806050,14232712,14988884,15531,"10,947","1,437","1,091","1,036"
7/31/21,1426983,10902782,14332568,15106293,15544,"10,893","1,426","1,085","1,029"
8/31/21,1435563,10989804,14405853,15178895,15835,"11,031","1,441","1,099","1,043"
9/30/21,1444619,11076989,14489494,15250735,15261,"10,564","1,378","1,053","1,001"
10/31/21,1452928,11148221,14568762,15363701,15689,"10,798","1,407","1,077","1,021"
11/30/21,1461505,11192288,14617674,15418039,15100,"10,332","1,349","1,033",979
12/31/21,1469057,11289735,14708392,15495900,15885,"10,813","1,407","1,080","1,025"
1/31/22,1483379,11378722,14821644,15596492,15471,"10,430","1,360","1,044",992
2/28/22,1495030,11466429,14904777,15658593,14461,"9,673","1,261",970,924
3/31/22,1520863,11535119,14979994,15732137,14415,"9,478","1,250",962,916
4/30/22,1520457,11575875,15039803,15812004,14098,"9,272","1,218",937,892
5/31/22,1525563,11617227,15086409,15862884,14388,"9,432","1,239",954,907
6/30/22,1528664,11647587,15142824,15932704,12784,"8,363","1,098",844,802
7/31/22,1532571,11698076,15242503,15993536,13484,"8,798","1,153",885,843
8/31/22,1536313,11764014,15359159,16119865,12835,"8,354","1,091",836,796
9/30/22,1537287,11681424,15422603,16195630,12114,"7,880","1,037",785,748
10/31/22,1539694,11547504,15357455,16129054,13254,"8,608","1,148",863,822
11/30/22,1540621,11443507,15317765,16132161,14397,"9,345","1,258",940,892
12/31/22,1538893,11296984,15229154,16048195,13924,"9,048","1,233",914,868
1/31/23,1540631,11264983,15266625,16086389,15128,"9,820","1,343",991,940
2/28/23,1539465,11144466,15223160,16077506,15365,"9,981","1,379","1,009",956
3/31/23,1544427,11014046,15188493,16049043,15629,"10,120","1,419","1,029",974
4/30/23,1536935,10912853,15139424,16000276,15922,"10,360","1,459","1,052",995
5/31/23,1537568,10824092,15119329,16014230,15664,"10,188","1,447","1,036",978
6/30/23,1535472,10711305,15091218,15987595,16148,"10,517","1,508","1,070","1,010"
7/31/23,1534449,10617393,15051708,15946578,16447,"10,718","1,549","1,093","1,031"
8/31/23,1534079,10532796,15026212,15932995,15947,"10,395","1,514","1,061","1,001"
9/30/23,1534881,10510793,15072362,15994396,15387,"10,025","1,464","1,021",962
10/31/23,1535014,10405829,15032213,15975490,14810,"9,648","1,423",985,927
11/30/23,1533892,10366961,15047105,16001505,16215,"10,571","1,564","1,078","1,013"
12/31/23,1536181,10345628,15100189,16095535,16752,"10,905","1,619","1,109","1,041"
1/31/24,1533009,10282313,15078189,16097108,16904,"11,027","1,644","1,121","1,050"
2/29/24,1532820,10264962,15105918,16124126,17678,"11,533","1,722","1,170","1,096"
3/31/24,1526245,10264601,15133918,16187731,18492,"12,116","1,802","1,222","1,142"
4/30/24,1531257,10260652,15151485,16224283,17932,"11,711","1,748","1,184","1,105"
5/31/24,1530019,10261390,15197127,16264323,18498,"12,090","1,803","1,217","1,137"
6/30/24,1533920,10328474,15289072,16375369,18235,"11,888","1,766","1,193","1,114"
7/31/24,1536497,10284201,15249020,16360865,18509,"12,046","1,800","1,214","1,131"
8/31/24,1538752,10331458,15315631,16450836,18907,"12,287","1,830","1,234","1,149"
9/30/24,1541714,10382541,15399891,16544023,19325,"12,535","1,861","1,255","1,168"
10/31/24,1545565,10436711,15421950,16577802,19078,"12,343","1,828","1,237","1,151"
11/30/24,1550902,10547918,15541679,16692877,19626,"12,655","1,861","1,263","1,176"
12/31/24,1556875,10578228,15575597,16751481,19909,"12,788","1,882","1,278","1,189"
1/31/25,1555824,10596764,15580699,16784413,21732,"13,968","2,051","1,395","1,295"
2/28/25,1559517,10658188,15624281,16846520,22551,"14,461","2,116","1,443","1,339"
3/31/25,1564314,10684264,15658327,16851286,22163,"14,168","2,074","1,415","1,315"
4/30/25,1559563,10754663,15696283,16899124,22497,"14,425","2,092","1,433","1,331"
5/31/25,1559749,10791656,15736686,16938634,23997,"15,385","2,224","1,525","1,417"
6/30/25,1562363,10805034,15710290,16915373,23910,"15,304","2,213","1,522","1,414"
